call,children_present,activist,resistance,authority,urbanicity,income,minimum_wage,care,teaparty,veteran,age,gender,marital_status
0,0.379931463,-0.53622077,-0.063762371,-1.179209351,1.238534268,0.747288459,0.6375127,0.841708478,-0.829433859,-0.359356787,0.193447964,Female,Unmarried
0,0.409683038,-1.193128268,-1.02106228,-1.124215004,1.159078473,-0.131685264,-1.179556034,-1.391193997,-0.3956756,0.557932127,-0.629098675,Male,Unmarried
0,-1.555568102,0.446025331,0.797432644,0.169666487,0.685586332,-1.396599905,0.56719848,1.270541929,1.068344349,0.086178857,1.729894064,Female,NA
0,0.972860895,-0.922718159,-1.376805025,0.802165857,-2.08069553,-0.998884697,-0.788064626,0.00663215,-0.107682089,-1.031486522,-1.294009266,Female,Married
0,1.681936136,-1.832057645,-2.105412025,-0.162327459,-0.978619396,1.373880739,-2.010249767,0.016217353,1.593193897,-0.660616403,-0.786880727,Female,Married
0,1.535243571,-0.609785132,-1.696458289,-0.117360399,-1.977937549,-0.687584228,-1.157567333,-1.581814835,1.093925541,0.479992318,-0.575971256,Male,Unmarried
0,-0.00627618,0.427072767,-0.183790556,-0.450923361,1.044288685,0.123877738,-0.003797298,0.556728009,-1.156901664,-0.838663257,-0.734557753,Female,Unmarried
0,-0.208237085,-1.423098143,-1.440614004,0.321635318,-0.174371196,0.718871358,0.058637837,-1.78880197,1.457634352,1.406158392,0.536544129,Male,Married
0,0.911560499,-1.388337948,-0.441856332,0.793296016,-1.544660779,-1.396599905,1.041149547,0.219525606,0.748400961,-0.691410466,-0.786880727,Female,Unmarried
0,-0.762762467,1.111350728,0.76168979,-0.135343254,1.306546199,-1.658505633,1.353061147,-0.126632728,0.433761729,1.459972519,1.424879537,Male,Unmarried
0,0.092806471,1.223683843,2.053724723,0.124903277,0.897397591,1.161329491,2.039567335,1.059663686,0.63445358,-0.169119064,0.193447964,Female,Married
0,-1.592181283,-0.527110819,-0.176385233,1.138460528,-0.487548314,-1.348763555,-0.115978001,1.217523168,0.326719181,0.049850736,1.791397473,Female,Married
0,1.489631338,-0.670490308,0.098785079,-0.342532883,1.193598467,0.398421206,0.027309789,-0.341761705,-0.783243131,-1.101763705,-0.993352665,Female,Married
0,1.398800585,-0.922718159,-1.830760041,1.076620436,-1.854123745,0.661699624,-2.355039105,0.556728009,1.523192498,-1.299221237,-0.14191837,Female,Married
0,1.041442568,0.392810165,0.896815473,-0.75918387,0.60367549,-0.099062031,0.903394245,-2.016312604,-1.586732181,0.966064337,-0.890690547,Male,Unmarried
0,0.016717634,1.237186409,1.044232379,1.050102745,-0.613428551,-1.081897922,0.81741138,1.409316453,0.639879423,0.103987598,0.71082584,Female,Unmarried
0,-0.683214571,-0.619068554,0.194233154,0.633457018,-0.41613356,0.718871358,-0.499520848,0.190246945,-0.282209231,1.467690219,0.536544129,Male,Married
0,0.711839735,-0.922718159,0.250775037,0.276974412,1.300746889,-0.470654483,0.878694991,0.347294396,-0.383926919,-0.992768723,0.024762754,Female,Unmarried
0,1.516596238,0.238128495,0.258904491,0.330563966,0.407425346,1.268258682,0.175409598,-0.397093162,-0.480617411,1.17554669,-0.14191837,Male,Married
0,1.413734538,-0.770448273,-1.70060205,0.988193248,-0.320077084,0.247431463,-1.389271061,-0.983471953,1.586647118,0.865563323,-0.838926585,Male,Married
0,0.59735927,-0.89277607,-1.237723251,0.695657902,-1.21102582,0.308267047,-1.537844182,-0.452094266,0.758228218,1.157879499,-0.629098675,Male,Unmarried
0,1.037762434,0.632472963,1.072251215,-0.750092001,1.390851772,0.632940875,1.514946774,0.288144081,-1.636003894,-1.49931537,-0.086585451,Female,Married
0,0.48341951,-0.088538332,-0.293331431,0.071146674,-0.551846317,1.400090304,-0.225233942,-1.375033971,-1.792232022,0.956826343,-1.67572789,Male,Married
0,-0.670646215,1.593175495,1.979333282,0.890806893,0.238331125,1.241651794,0.54396768,0.893277403,-1.028603299,-0.137143733,0.478847648,Female,Married
0,-1.804835615,-0.274766899,0.933351577,-0.000598975,-0.811161991,-1.920736657,0.40674419,1.658083265,0.030130705,-0.287167226,1.668555561,Female,Unmarried
0,-0.00627618,-0.180799162,-0.094078304,0.597889718,-0.235431455,0.123877738,-0.003797298,-0.079237603,1.257335648,-0.016132562,0.42135356,Female,Married
0,-1.258150842,-0.5180194,0.924197687,0.080109219,0.067908267,0.155010809,1.299983453,-1.03469699,-1.119237169,0.040616268,1.364387519,Female,Married
0,1.108735204,-0.713033665,0.316175391,-1.197555421,1.627116193,-1.302042787,0.81741138,-0.9232611,-0.798492313,0.425362532,-0.681962261,Male,Unmarried
0,-1.486901889,1.264119725,1.668011028,-0.496147139,0.752953885,-1.302042787,-0.886949575,-0.766242376,0.446522195,1.46615058,0.769310079,Male,Unmarried
0,-0.683214571,1.172832768,0.449481503,1.402955319,-0.628200977,0.887763028,-0.350633277,-0.397093162,-0.813888408,1.269388639,0.42135356,Male,Married
0,0.258697651,-0.151263857,-0.530987213,-1.24345305,0.413825079,-0.541660785,-0.425822691,1.345101012,-0.813888408,-1.433927708,-0.086585451,Female,Married
0,-0.309012275,-1.01401268,-0.611360418,-0.550464082,0.531877488,-1.920736657,-0.225233942,1.323758895,0.114842122,-0.983244982,1.124174774,Female,Unmarried
0,1.665970313,-0.732082575,0.13039351,0.802165857,0.494979796,1.3212286,-0.895047316,-1.260750029,0.838524701,0.496612976,-0.734557753,Male,Married
0,-1.120232246,0.131356491,-0.242571174,-0.541407557,1.582701418,-1.445683974,-0.571741724,-0.668754179,1.537160129,1.484499133,0.827986071,Male,Married
0,0.309168154,0.095314585,0.449481503,0.686775303,-0.009927234,-1.445683974,0.440704042,0.647619983,0.67192276,-0.89123397,-1.43989634,Female,Unmarried
0,-0.00627618,1.456629416,0.970099644,0.142812243,1.510943154,0.123877738,-0.003797298,-1.000586515,1.437307168,1.441248505,0.478847648,Male,Unmarried
0,1.125665016,-0.40588484,0.869552386,0.053217828,0.79142826,0.338461793,0.474894089,-0.248813865,-0.43148974,-1.051230055,-0.251886616,Female,Married
0,-0.491116658,-0.176569348,0.012930328,-1.005281192,-0.767325324,0.747288459,-1.060101603,-1.194539836,-1.686633388,1.167725371,0.945905458,Male,Married
0,-1.001817653,-1.128839132,-0.816811899,-0.713740337,1.587033403,-1.717459651,-0.416505854,0.98661456,0.874430995,-0.645461399,1.668555561,Female,Unmarried
0,-1.71301455,-0.379371679,0.457924264,0.321635318,-0.511021222,0.457827144,1.00325839,1.734608751,0.012533809,-0.316798908,1.304069405,Female,Married
0,0.84135731,-1.930364744,-1.704734019,0.169666487,-1.688662356,-0.002396202,-1.286706618,-2.205226374,-0.723668599,0.081690196,-0.681962261,Male,Married
0,0.394929797,0.392810165,-1.5666375,-1.133376195,-1.887046443,0.029442497,-1.215788254,-1.235997793,-0.3956756,0.411347145,0.306981802,Male,Married
0,0.118477133,-1.365390682,-1.478867146,-0.405735733,1.135495865,1.107351046,-1.186843965,1.217523168,-0.041655204,-0.918240556,0.080772221,Female,Unmarried
0,1.240756638,0.284957455,0.258904491,0.437617065,0.514020651,0.338461793,0.111344259,1.430784474,-0.3956756,-1.18634326,-0.942167635,Female,Unmarried
0,-0.791012867,-1.660364574,-1.310947798,-0.396702504,-1.28040227,-1.779871419,-1.037101916,-0.069731914,1.057189762,-0.334881323,1.424879537,Female,Unmarried
0,-0.01800077,-0.397030506,-0.510608954,-0.877524576,1.274342715,1.268258682,0.090187577,-1.219445181,-1.515237522,0.496612976,-1.195060416,Male,NA
0,0.567114464,-0.07608327,0.374085298,-0.315467037,1.196463481,-0.131685264,0.229482705,-0.098222342,0.139247437,-0.771377431,-1.629336551,Female,Unmarried
0,-0.186539344,-0.751220252,-0.604732218,1.894483851,-1.517280062,1.053016405,-1.179556034,-0.515841994,-0.20774239,1.310285938,0.306981802,Male,Married
0,1.63223521,-0.513480596,0.267046965,0.160716296,0.617923948,1.161329491,-1.090470594,-0.543023151,-1.082393947,-1.132924735,-1.044240231,Female,Married
0,0.108297474,0.58821984,-0.890545073,-0.333509538,-0.519376109,-0.002396202,-0.302876411,0.317680758,-1.636003894,1.29444309,0.080772221,Male,Unmarried
0,-0.683214571,1.450069089,1.195049222,-0.459965209,-0.453388552,0.516702054,-0.360113984,-0.415463668,0.465420369,1.383293674,0.364064159,Male,Unmarried
0,0.066373454,-0.49537101,-0.434911166,0.214399198,-0.794357738,-1.920736657,0.81741138,1.59279104,0.433761729,-1.031486522,-0.14191837,Female,Unmarried
0,-0.598869561,-0.63303134,-0.617975985,-0.35155763,-0.290654904,-1.779871419,-0.788064626,-0.050693941,0.955345049,1.29444309,0.306981802,Male,Unmarried
0,0.863874833,1.39739029,2.128779991,-1.61239835,1.653802112,1.214962093,0.164669874,-1.863399425,-1.765267845,-0.121427249,-0.890690547,Male,Unmarried
0,0.20979817,-0.563663259,-1.346664469,0.997040469,-0.443563887,0.368512153,-0.821378789,-0.940513256,-0.94265187,1.06985772,0.080772221,Male,Married
0,-1.001817653,-1.297578779,0.114563366,-1.170039072,-0.628802113,-0.724964555,0.805234076,-0.415463668,-0.638332163,1.412613651,0.478847648,Male,Unmarried
0,1.421113985,-1.405666268,-1.899944777,1.058942967,-1.85134387,0.338461793,-1.044789766,-0.871270333,1.670280834,1.037646595,-0.415046377,Male,Married
0,-0.00627618,0.042838,0.020670624,-0.08141045,0.404830836,0.123877738,-1.777561327,-1.415355462,1.472600505,1.082515614,0.137001525,Male,Unmarried
0,0.600329247,1.250664983,0.806401364,-0.904873244,0.934442084,0.831888066,1.393158701,1.133107299,-1.082393947,-0.755028972,0.080772221,Female,Unmarried
0,-1.757628462,0.277178519,-0.168967066,0.979345019,-0.728314331,-1.302042787,0.262227133,0.903615673,-0.694703266,0.19384818,1.304069405,Female,Married
0,0.61211333,-0.459367325,0.61213554,-0.496147139,-1.459486057,-1.445683974,1.836488158,1.23870684,-0.060202159,-0.579164996,-0.14191837,Female,Unmarried
0,-0.00627618,-0.609785132,0.779534818,-1.61239835,0.849235733,0.123877738,-0.003797298,0.357182676,-0.337845393,-0.508915764,-1.988288261,Female,Unmarried
0,0.909445539,-1.3143913,-0.938702262,-1.197555421,0.158079935,0.575066812,-0.50862896,-1.818776946,0.738489462,0.463160629,-1.244699051,Male,Unmarried
0,-0.931205045,1.05972093,-0.025577368,0.686775303,-0.591628119,1.107351046,0.625728733,0.965816141,-1.156901664,-0.334881323,0.594440765,Female,Married
0,1.683797071,0.658148971,0.036190001,0.837634749,-0.32624181,1.161329491,1.079282975,0.688232875,-1.082393947,-0.142422255,-0.629098675,Female,Married
0,0.946794125,-1.166190859,-0.483260326,-1.160870624,-0.042097408,-1.211529194,1.053833735,-0.276793454,-0.023353879,1.052780654,-0.086585451,Male,Unmarried
0,-1.90840763,0.059037876,1.780753011,-0.036502304,1.003911811,-1.167567279,-0.003797298,0.997025916,0.650657249,0.081690196,2.039032643,Female,Married
0,-0.491116658,-0.206252448,0.432635245,-0.306447873,0.080827621,-0.839547506,0.854102021,1.19637133,-0.876991664,-1.112078815,0.536544129,Female,Unmarried
0,-0.00627618,1.063174292,0.534498604,-0.987009877,1.177918391,0.123877738,-0.003797298,-1.487270614,1.139848811,0.764627145,-1.945041979,Male,Unmarried
0,1.631253625,-1.974005451,-1.696458289,0.766680175,0.323356016,1.400090304,-0.571741724,-0.818929976,-0.480617411,-0.481752522,-0.734557753,Female,Married
0,-1.555568102,-1.034614214,-0.307719196,0.446530677,-1.903553355,-1.081897922,-0.3695712,-0.739769081,0.656009614,1.399668969,1.364387519,Male,Married
0,0.438486019,0.749042243,0.979319801,0.890806893,0.217448104,1.107351046,-1.244401972,-0.853862274,-0.3956756,0.496612976,0.193447964,Male,Married
0,-0.805496765,0.99379192,0.374085298,1.111963523,-0.501272955,0.690342421,0.953112464,1.080607416,-0.959487481,-0.207373787,0.478847648,Female,Married
0,0.962921803,0.059037876,0.186207748,-0.88663914,0.772872596,1.080228919,-0.3695712,-1.03469699,-1.586732181,-1.553704022,-1.094824689,Female,Married
0,0.986599024,0.419475388,0.62953271,-0.261372783,0.806677744,0.604064016,0.720730937,-1.743502271,-1.962606547,-0.630463522,-1.195060416,Male,Married
0,-0.45151381,0.430867942,2.000520292,-2.503901163,0.551264395,0.575066812,-0.668659017,-1.110863722,0.326719181,0.625540372,-1.857081492,Male,Unmarried
0,0.845905025,0.054992384,-0.343464945,-1.807457759,-0.517682579,-0.839547506,0.218618061,-0.871270333,-0.909491135,0.666816541,-1.244699051,Male,Unmarried
0,-1.364658685,0.741816219,0.2426586,-0.08141045,-1.69211442,-1.717459651,0.915783796,0.9762113,1.752226094,-0.142422255,1.791397473,Female,Unmarried
0,0.376142602,0.856518809,0.332655829,0.321635318,1.629593155,1.214962093,-1.082910112,-1.202851791,0.723461531,0.407820146,0.306981802,Male,Married
0,1.418660561,0.580814762,-1.450249581,0.499988506,0.16016791,-0.332075396,-1.599232907,-1.803812031,1.340142425,0.712444541,-1.044240231,Male,Married
0,-0.695969877,-1.065741393,-0.944665877,1.191428236,-1.027676386,0.029442497,-0.598446547,-0.117171507,0.217497178,0.835339359,0.306981802,Male,Unmarried
0,-1.233525213,-0.300706814,1.081617403,0.375189679,1.197313115,0.690342421,-0.96694833,0.903615673,-0.909491135,-0.111047426,0.88685184,Female,Married
0,0.629508802,0.042838,1.090996882,-2.163153735,1.501142279,-1.779871419,-0.388415264,-1.000586515,0.459152939,-1.071238692,-1.81240042,Female,Unmarried
0,1.317637484,-0.675196062,0.170195909,0.133858376,-1.90097888,0.092574883,0.339512167,0.131923396,-0.738353463,-1.53992592,-0.468941213,Female,Unmarried
0,1.38490067,0.513780106,-1.411417617,1.200252799,0.610988868,1.268258682,-2.078276397,-0.633019175,1.457634352,-1.446784173,-0.360903303,Female,Married
0,0.95489306,-0.927731618,-1.12895457,-2.144337404,0.189607508,-0.839547506,-1.788457776,-0.488577143,1.139848811,-1.526269787,-1.67572789,Female,Unmarried
0,1.215190234,0.927249788,1.770436385,-0.75918387,0.311637985,-0.435596332,0.829615121,1.778506737,0.433761729,-1.132924735,-0.575971256,Female,Unmarried
0,-0.491116658,1.250664983,1.090996882,-0.987009877,1.321536235,-0.298088198,-0.055153407,-1.043199823,0.549966537,1.167725371,0.42135356,Male,Unmarried
0,-0.00627618,-1.253182763,-0.657404285,0.178615458,-0.416333191,0.123877738,-0.003797298,-1.186217724,1.150166635,1.141963396,0.193447964,Male,Married
0,0.218889814,0.824453019,1.310399839,-0.79556729,0.365842773,1.214962093,1.379765245,0.526581209,-1.358724755,-1.421178288,0.594440765,Female,Unmarried
0,-0.00627618,0.042838,0.020670624,-0.08141045,0.404830836,0.123877738,-1.777561327,-1.415355462,1.472600505,1.082515614,0.137001525,Male,Unmarried
0,0.309168154,-0.508946372,0.059566072,-0.090395975,-0.083416336,-0.002396202,-0.105901156,-0.267475971,1.090308654,1.200633277,-0.031024092,Male,Unmarried
0,1.080991599,-1.171560889,0.646982483,-0.65018509,1.648318419,0.338461793,-1.10552819,-1.177885469,1.314268091,0.496612976,-1.195060416,Male,Married
0,0.938623732,-0.454886742,0.365773292,-1.85405126,0.469184299,0.368512153,-1.727624622,-0.126632728,1.32872606,-0.89123397,-1.857081492,Female,Unmarried
0,0.90732573,1.277550794,1.329811822,-0.813768634,1.53201583,1.400090304,1.569798513,-0.406283008,-2.319900859,-1.980911625,0.024762754,Female,Unmarried
0,-0.948313311,1.220304434,0.743897538,-0.586705119,1.614806665,-0.613934184,-0.024412962,1.133107299,0.708236931,-1.112078815,0.769310079,Female,Unmarried
0,0.473246321,1.602841693,2.150346401,-0.41477039,1.561745557,1.134384133,1.420028556,0.288144081,-2.284641967,-0.992768723,0.71082584,Female,Unmarried
0,0.011024849,0.849405963,1.597113876,-1.529100119,1.641250223,-0.470654483,-1.044789766,-1.56616495,-1.611202237,0.390043893,-1.629336551,Male,Married
0,-0.085419992,-0.159685113,0.933351577,-1.014419436,1.494547659,-1.602279929,0.016916245,-0.836415459,-1.295671827,1.343079518,-0.197019805,Male,Unmarried
0,-0.054136189,0.284957455,-0.670446146,-0.072426228,-0.265642962,-1.548288936,-0.003797298,-0.49767471,-0.66626316,1.299746609,0.080772221,Male,Unmarried
0,-1.804835615,0.599311521,0.87862685,-1.23426979,-0.555713825,-1.779871419,0.756788696,1.495376509,-0.570632381,-0.730844931,1.729894064,Female,Unmarried
0,0.022374113,-0.176569348,0.887714545,-0.632040339,1.641568776,-0.878627175,-0.607302555,-1.043199823,-1.215008543,1.236414263,-1.342983944,Male,Married
0,0.383704479,-1.193128268,0.441051831,-0.977876795,0.118715451,0.887763028,0.40674419,-1.318145587,-0.829433859,0.285882761,-1.244699051,Male,Married
0,0.934511334,0.614070871,0.933351577,0.080109219,0.398690874,0.85987685,-0.034684156,0.102878932,0.471656206,1.221473606,-0.197019805,Male,Unmarried
0,-0.762762467,0.658148971,1.556896835,-0.36961134,0.004492591,0.718871358,1.13050566,1.03875216,-0.079000448,0.02664706,0.536544129,Female,Unmarried
0,-0.00627618,-0.619068554,-0.23526848,0.677891628,0.005428421,0.123877738,-0.003797298,-0.686564916,1.129428041,1.349873752,0.250108908,Male,Unmarried
0,-0.820231033,1.227061743,0.915057041,0.285908958,-1.045469917,-1.256328485,1.366399403,1.323758895,-0.21814721,0.418373268,1.183961367,Female,NA
0,-1.630507444,1.538183773,1.874209614,0.321635318,0.773658224,0.718871358,1.27360943,0.317680758,-0.89316016,-0.623022548,1.304069405,Female,Married
0,-0.368508729,-0.300706814,-0.496960025,0.704539425,0.757193768,0.632940875,0.891031319,0.446559772,-0.383926919,-1.310986349,-1.391615596,Female,Unmarried
0,-1.039468663,-0.07608327,-1.12895457,1.217899036,-1.727733467,-0.878627175,-0.685985959,-0.230115633,1.27868842,1.469227917,0.945905458,Male,Married
0,-0.543313208,0.453590116,-0.343464945,0.035283953,0.289684873,0.803794941,-1.362363664,-1.136072463,-0.136963289,1.011274065,-1.244699051,Male,Unmarried
0,0.917876506,-0.147058407,0.551659352,-1.919384221,1.605831327,-0.197569127,0.68490918,0.426638821,-0.360705968,-1.112078815,-0.14191837,Female,Unmarried
0,-1.120232246,-1.123536637,-0.52420714,-0.68649306,-1.921817316,-0.435596332,-1.788457776,-0.792629437,-0.768138474,1.332817455,1.064568745,Male,Married
0,1.496444708,-0.051261058,0.324409088,0.731177568,-0.49690286,0.85987685,-0.903123235,-0.624061831,1.79828251,1.16576238,-0.681962261,Male,Married
0,1.204456827,-1.692421125,-1.478867146,0.828769093,-1.320386841,-1.658505633,-0.974829098,0.297981076,1.373618527,-1.061200815,-0.251886616,Female,Unmarried
0,1.504332312,0.103343987,0.332655829,1.763093548,-1.711704491,0.428191917,-0.453633506,-0.415463668,0.601369136,1.198721324,-0.681962261,Male,Married
0,-1.078881208,-0.266150658,-1.371811923,0.633457018,-1.888759569,-1.779871419,-0.105901156,-0.624061831,1.129428041,1.290894748,1.064568745,Male,Unmarried
0,-0.079073954,-1.505888447,-1.173051347,-1.271014134,0.963875747,0.457827144,-0.63373416,-1.743502271,-1.011051953,1.078310412,0.364064159,Male,Married
0,-0.00627618,-0.988424919,-1.162100929,0.169666487,0.573351853,0.123877738,-0.003797298,0.161046138,0.601369136,0.793904712,-0.629098675,Male,Unmarried
0,-0.43237073,-0.030664198,1.081617403,1.014731897,-1.21652377,0.632940875,-0.754395605,-0.801405911,0.047503052,1.099197518,-1.044240231,Male,Married
0,-0.00627618,0.720091283,0.146275536,-0.941361511,0.580419021,0.123877738,-0.003797298,0.800600639,-0.088495679,-0.847295475,-1.988288261,Female,Unmarried
0,-1.28352636,0.194868577,-2.288121794,-0.144336663,-1.153348332,-1.081897922,-2.505422308,-0.313972715,2.05198137,1.391508622,1.183961367,Male,Unmarried
0,0.466400185,-0.437007884,-0.378891512,-1.06928545,0.925928511,-0.332075396,-0.607302555,-0.202000702,0.225071944,-0.855978745,-1.53537136,Female,Unmarried
0,-0.00627618,-0.49537101,0.3990997,-0.045481346,0.176900708,0.123877738,-0.003797298,0.810865297,0.595764947,0.963761111,0.306981802,Male,Married
0,-0.00627618,-1.616171972,0.226464763,-1.751623703,0.815858538,0.123877738,-0.003797298,-1.144455253,1.187145437,-1.553704022,-1.901300646,Female,Unmarried
0,-0.931205045,0.89550954,0.340915616,0.276974412,-1.525037961,0.718871358,-1.810033535,-0.957726213,1.499439621,1.287336211,0.594440765,Male,Married
0,0.632376078,-0.651719543,1.157025649,0.187563212,-0.193323895,0.428191917,-0.886949575,-1.811300141,0.50842278,-1.208253659,-1.76727216,Female,Married
0,-0.165364673,0.621437961,-0.604732218,1.499725853,-0.615842401,-0.762738552,-1.098009944,0.02581135,1.287702657,-0.169119064,0.88685184,Female,Married
0,-1.058944283,0.249870893,-0.198562685,-1.271014134,1.290156235,0.155010809,0.732723932,1.091091341,-0.43148974,-1.081344546,0.71082584,Female,Unmarried
0,0.690599166,0.175097025,-0.779269745,-1.947421321,0.080827621,0.887763028,-0.360113984,-1.907610531,0.838524701,-0.586382535,-1.857081492,Male,Unmarried
0,-0.131168513,-1.050143639,0.551659352,-0.65018509,0.74728023,0.661699624,-1.670388213,-1.796312635,-1.538756998,-0.121427249,-1.244699051,Male,Married
0,0.506722275,-0.010146388,-1.589017202,-1.46443063,0.990291277,-1.124376104,0.121959739,-0.022070616,-0.610894847,-0.927353748,-1.629336551,Female,Married
0,1.302478147,-0.117715923,0.449481503,-1.105898017,0.964790267,0.575066812,1.556043666,-0.126632728,-1.046341768,-1.698678078,-0.942167635,Female,Unmarried
0,-0.00627618,0.175097025,0.743897538,-0.695573926,1.332124693,0.123877738,-0.003797298,-2.177798811,1.183837806,0.1603115,-1.81240042,Male,Married
0,-1.520518491,1.004241978,0.154236013,-1.170039072,-0.892240455,0.775595686,-0.616135808,0.728978347,1.757667229,-0.89123397,0.71082584,Female,Unmarried
0,-0.00627618,-1.258698241,-1.140052573,-0.831976453,-0.2139753,0.123877738,-0.003797298,1.091091341,1.340142425,-0.927353748,0.364064159,Female,Unmarried
0,0.413334004,-1.791277039,-1.903470522,1.605168596,-2.025657656,-1.211529194,-0.81308342,0.14162229,-0.136963289,-1.567606173,0.137001525,Female,Unmarried
0,-1.71301455,-0.231835041,-1.009445483,-0.162327459,-0.489613198,-0.800925758,-1.272686898,1.133107299,1.384527792,-0.475041589,1.124174774,Female,Unmarried
0,-1.16372704,1.473006675,1.044232379,1.314885075,0.878566631,-0.506005488,-0.651241824,0.617247585,0.106606904,1.379992251,1.064568745,Male,Married
0,-0.309012275,-0.428094318,0.466380117,0.624566834,-1.438343091,-1.602279929,1.366399403,-0.16438834,-0.249822352,1.470763678,0.769310079,Male,Unmarried
0,1.421113985,-0.185032501,-0.017901657,-0.324487591,1.175443004,-0.164518863,-0.754395605,0.476504595,-0.166865863,-1.219329516,-1.044240231,Female,Unmarried
0,-1.71301455,-0.848297144,0.349188454,0.187563212,-0.653454874,-0.878627175,-0.951122046,-0.827677546,0.298485749,1.404539252,1.91489345,Male,Married
0,1.075696459,-1.388337948,-1.474127647,-0.171324854,-0.02230323,1.452281528,0.027309789,-0.211381345,-1.254869689,-0.738861755,-0.197019805,Female,Married
0,0.005295279,-1.118242361,0.979319801,-2.087955119,0.123342539,-0.613934184,0.164669874,-1.000586515,0.081593423,-2.093886729,-1.629336551,Female,Unmarried
0,0.643755966,0.979834721,1.657842526,0.722299256,-1.490070426,-0.918190477,1.156279531,-0.220752992,0.232603021,1.247503214,-0.197019805,Male,Unmarried
0,0.722278131,-1.705363516,-1.525601352,0.428702312,-1.24288215,-0.762738552,-1.321399704,0.965816141,1.992867755,-1.264464016,-1.43989634,Female,Unmarried
0,-0.610423962,1.541428869,0.797432644,-0.541407557,1.293405514,1.294783909,0.328395659,-1.268980274,-1.538756998,1.337959159,0.652535378,Male,Married
0,1.651657991,-1.01401268,-1.386754871,1.657841813,0.265947578,1.426223568,-0.711807631,0.396820936,0.106606904,-0.714942552,-0.415046377,Female,Married
0,1.497575529,-0.296373921,0.349188454,1.138460528,0.326325404,1.3212286,-0.146063615,-1.495208173,-0.976497277,0.234635374,-0.993352665,Male,Married
0,0.747865714,-1.118242361,-0.835413935,1.341315954,0.439396422,1.3212286,-1.164917745,-0.360242107,1.743081212,1.187187726,0.193447964,Male,Married
0,0.044646234,-1.134149894,-0.35057578,-1.50137217,1.545792411,-0.762738552,0.027309789,-1.342588692,-0.66626316,0.817375284,0.193447964,Male,Unmarried
0,1.003968581,0.03472007,-0.056151167,0.979345019,1.089401462,1.107351046,-0.085674843,-0.677664286,0.833954935,1.354944956,0.080772221,Male,Married
0,-0.151526339,0.913160747,0.726158037,0.080109219,0.32482465,0.575066812,-0.302876411,-0.351006471,-0.032474188,1.368366942,0.250108908,Male,Married
0,-1.120232246,1.018151759,0.770605706,0.062182878,-0.286530648,-1.846913196,1.850807765,1.571088941,0.820133963,-0.040485584,2.039032643,Female,Unmarried
